id,salary,salary_bracket,age,age_bracket,education,education_level,car_brand,car_brandname,region,US_region,credit_score,computer_brand,computer_brandname
8559,42633,"Below Minimum",70,"Old Age",3,College,6,Dodge,5,"East South Central",376394,0,Acer
8560,136957,High,30,"Middle Age",2,"Less than College",13,Mazda,6,"West South Central",313238,1,Sony
8561,57805,"Below Minimum",66,"Old Age",0,"Less than High School",2,Buick,1,Mid-Atlantic,274893,0,Acer
8562,132727,High,54,"Old Age",1,"High School",7,Ford,5,"East South Central",334205,1,Sony
8563,41358,"Below Minimum",23,"Young Adult",3,College,11,Kia,7,Mountain,330076,1,Sony
8564,132523,High,42,"Middle Age",4,Postgraduate,16,Nissan,1,Mid-Atlantic,223321,1,Sony
8565,23868,"Below Minimum",34,"Middle Age",4,Postgraduate,15,Mitsubishi,4,"South Atlantic",297988,1,Sony
8566,89109,Middle,28,"Young Adult",0,"Less than High School",11,Kia,1,Mid-Atlantic,305413,0,Acer
8567,60347,"Below Minimum",53,"Old Age",4,Postgraduate,18,Subaru,4,"South Atlantic",24976,1,Sony
8568,21693,"Below Minimum",20,"Young Adult",0,"Less than High School",10,Jeep,4,"South Atlantic",374733,1,Sony
8569,98834,Middle,44,"Middle Age",2,"Less than College",1,BMW,8,Pacific,88813,0,Acer
8570,98096,Middle,23,"Young Adult",1,"High School",12,Lincoln,5,"East South Central",138807,0,Acer
8571,74233,Minimum,80,"Old Age",0,"Less than High School",7,Ford,7,Mountain,463143,0,Acer
8572,47591,"Below Minimum",38,"Middle Age",4,Postgraduate,13,Mazda,6,"West South Central",3362,1,Sony
8573,120751,High,68,"Old Age",2,"Less than College",11,Kia,5,"East South Central",344424,1,Sony
8574,91648,Middle,30,"Middle Age",1,"High School",20,Others,6,"West South Central",475836,0,Acer
8575,35520,"Below Minimum",67,"Old Age",0,"Less than High School",5,Chrysler,7,Mountain,470257,0,Acer
8576,39616,"Below Minimum",67,"Old Age",2,"Less than College",4,Chevrolet,4,"South Atlantic",341783,0,Acer
8577,97675,Middle,37,"Middle Age",1,"High School",10,Jeep,6,"West South Central",308875,1,Sony
8578,99251,Middle,33,"Middle Age",0,"Less than High School",17,Ram,3,"West North Central",237570,1,Sony
8579,36786,"Below Minimum",32,"Middle Age",3,College,4,Chevrolet,6,"West South Central",200237,1,Sony
8580,95441,Middle,61,"Old Age",2,"Less than College",10,Jeep,2,"East North Central",65269,1,Sony
8581,95209,Middle,77,"Old Age",1,"High School",12,Lincoln,7,Mountain,238036,1,Sony
8582,116698,High,38,"Middle Age",1,"High School",19,Toyota,6,"West South Central",453822,1,Sony
8583,74810,Minimum,34,"Middle Age",4,Postgraduate,9,Hyundai,6,"West South Central",207717,0,Acer
8584,48699,"Below Minimum",20,"Young Adult",4,Postgraduate,15,Mitsubishi,2,"East North Central",482111,1,Sony
8585,42480,"Below Minimum",24,"Young Adult",1,"High School",5,Chrysler,7,Mountain,368666,1,Sony
8586,75953,Minimum,72,"Old Age",2,"Less than College",19,Toyota,6,"West South Central",469701,1,Sony
8587,65696,Minimum,79,"Old Age",0,"Less than High School",3,Cadillac,0,"New England",254288,0,Acer
8588,132543,High,34,"Middle Age",3,College,14,"Mercedes Benz",6,"West South Central",340944,1,Sony
8589,22849,"Below Minimum",40,"Middle Age",1,"High School",20,Others,2,"East North Central",65003,1,Sony
8590,122751,High,26,"Young Adult",3,College,18,Subaru,2,"East North Central",480435,1,Sony
8591,149338,High,49,"Old Age",2,"Less than College",20,Others,5,"East South Central",112036,1,Sony
8592,138422,High,58,"Old Age",3,College,20,Others,0,"New England",17066,1,Sony
8593,22550,"Below Minimum",34,"Middle Age",2,"Less than College",14,"Mercedes Benz",0,"New England",482669,1,Sony
8594,122787,High,46,"Old Age",2,"Less than College",14,"Mercedes Benz",1,Mid-Atlantic,433438,0,Acer
8595,36762,"Below Minimum",72,"Old Age",4,Postgraduate,12,Lincoln,4,"South Atlantic",329352,0,Acer
8596,69171,Minimum,79,"Old Age",2,"Less than College",15,Mitsubishi,1,Mid-Atlantic,362933,0,Acer
8597,58994,"Below Minimum",20,"Young Adult",1,"High School",14,"Mercedes Benz",3,"West North Central",165074,0,Acer
8598,93268,Middle,48,"Old Age",4,Postgraduate,17,Ram,1,Mid-Atlantic,225418,0,Acer
8599,40263,"Below Minimum",77,"Old Age",2,"Less than College",20,Others,1,Mid-Atlantic,432193,0,Acer
8600,45882,"Below Minimum",65,"Old Age",4,Postgraduate,16,Nissan,2,"East North Central",29679,0,Acer
8601,24584,"Below Minimum",75,"Old Age",0,"Less than High School",3,Cadillac,8,Pacific,0,0,Acer
8602,77041,Minimum,65,"Old Age",3,College,14,"Mercedes Benz",7,Mountain,231544,1,Sony
8603,92420,Middle,23,"Young Adult",3,College,14,"Mercedes Benz",2,"East North Central",52649,0,Acer
8604,140853,High,54,"Old Age",4,Postgraduate,3,Cadillac,0,"New England",167964,1,Sony
8605,56836,"Below Minimum",21,"Young Adult",2,"Less than College",13,Mazda,2,"East North Central",358485,0,Acer
8606,75572,Minimum,41,"Middle Age",0,"Less than High School",10,Jeep,4,"South Atlantic",73386,0,Acer
8607,132958,High,74,"Old Age",2,"Less than College",17,Ram,0,"New England",443117,1,Sony
8608,60569,"Below Minimum",49,"Old Age",1,"High School",15,Mitsubishi,4,"South Atlantic",349329,1,Sony
8609,23902,"Below Minimum",76,"Old Age",0,"Less than High School",1,BMW,4,"South Atlantic",271526,1,Sony
8610,113865,High,55,"Old Age",2,"Less than College",3,Cadillac,8,Pacific,112738,0,Acer
8611,98011,Middle,30,"Middle Age",0,"Less than High School",12,Lincoln,5,"East South Central",181441,0,Acer
8612,57620,"Below Minimum",57,"Old Age",4,Postgraduate,17,Ram,8,Pacific,52115,0,Acer
8613,102178,High,40,"Middle Age",3,College,9,Hyundai,7,Mountain,447301,1,Sony
8614,79149,Minimum,75,"Old Age",0,"Less than High School",11,Kia,3,"West North Central",500000,0,Acer
8615,58734,"Below Minimum",36,"Middle Age",3,College,7,Ford,6,"West South Central",199597,0,Acer
8616,61331,"Below Minimum",56,"Old Age",4,Postgraduate,19,Toyota,0,"New England",30114,1,Sony
8617,150000,High,28,"Young Adult",0,"Less than High School",10,Jeep,0,"New England",135082,1,Sony
8618,142691,High,36,"Middle Age",2,"Less than College",3,Cadillac,3,"West North Central",8353,1,Sony
8619,75621,Minimum,61,"Old Age",3,College,6,Dodge,7,Mountain,182713,1,Sony
8620,90723,Middle,49,"Old Age",4,Postgraduate,15,Mitsubishi,8,Pacific,4023,0,Acer
8621,115823,High,75,"Old Age",1,"High School",12,Lincoln,1,Mid-Atlantic,126558,1,Sony
8622,34465,"Below Minimum",52,"Old Age",3,College,6,Dodge,1,Mid-Atlantic,215768,1,Sony
8623,32220,"Below Minimum",49,"Old Age",3,College,6,Dodge,2,"East North Central",185268,1,Sony
8624,53955,"Below Minimum",60,"Old Age",4,Postgraduate,15,Mitsubishi,2,"East North Central",82390,0,Acer
8625,115894,High,23,"Young Adult",4,Postgraduate,4,Chevrolet,2,"East North Central",257552,1,Sony
8626,21976,"Below Minimum",29,"Young Adult",3,College,12,Lincoln,4,"South Atlantic",467149,1,Sony
8627,132702,High,62,"Old Age",1,"High School",19,Toyota,6,"West South Central",288118,1,Sony
8628,142753,High,38,"Middle Age",2,"Less than College",16,Nissan,8,Pacific,485762,1,Sony
8629,96118,Middle,77,"Old Age",4,Postgraduate,10,Jeep,8,Pacific,321125,1,Sony
8630,79921,Minimum,76,"Old Age",3,College,19,Toyota,6,"West South Central",294408,1,Sony
8631,103134,High,25,"Young Adult",2,"Less than College",6,Dodge,8,Pacific,160716,1,Sony
8632,79055,Minimum,20,"Young Adult",1,"High School",2,Buick,3,"West North Central",263474,0,Acer
8633,77524,Minimum,28,"Young Adult",2,"Less than College",6,Dodge,4,"South Atlantic",0,0,Acer
8634,41337,"Below Minimum",51,"Old Age",0,"Less than High School",7,Ford,2,"East North Central",64019,1,Sony
8635,100232,High,35,"Middle Age",1,"High School",20,Others,6,"West South Central",264769,1,Sony
8636,57564,"Below Minimum",73,"Old Age",0,"Less than High School",5,Chrysler,4,"South Atlantic",302306,0,Acer
8637,31989,"Below Minimum",80,"Old Age",0,"Less than High School",18,Subaru,2,"East North Central",101,0,Acer
8638,52118,"Below Minimum",20,"Young Adult",2,"Less than College",9,Hyundai,2,"East North Central",401729,0,Acer
8639,50644,"Below Minimum",56,"Old Age",2,"Less than College",5,Chrysler,5,"East South Central",7526,1,Sony
8640,73223,Minimum,67,"Old Age",3,College,6,Dodge,0,"New England",471235,0,Acer
8641,103068,High,74,"Old Age",4,Postgraduate,1,BMW,0,"New England",449030,1,Sony
8642,139919,High,33,"Middle Age",3,College,13,Mazda,2,"East North Central",0,1,Sony
8643,135196,High,28,"Young Adult",3,College,3,Cadillac,6,"West South Central",80280,1,Sony
8644,98705,Middle,41,"Middle Age",0,"Less than High School",11,Kia,8,Pacific,334575,0,Acer
8645,93211,Middle,43,"Middle Age",3,College,13,Mazda,7,Mountain,256136,0,Acer
8646,99338,Middle,78,"Old Age",0,"Less than High School",11,Kia,4,"South Atlantic",407660,1,Sony
8647,67789,Minimum,69,"Old Age",3,College,14,"Mercedes Benz",2,"East North Central",156723,0,Acer
8648,77197,Minimum,20,"Young Adult",3,College,10,Jeep,7,Mountain,477289,0,Acer
8649,96780,Middle,80,"Old Age",0,"Less than High School",11,Kia,5,"East South Central",459895,1,Sony
8650,34587,"Below Minimum",22,"Young Adult",3,College,11,Kia,4,"South Atlantic",163428,1,Sony
8651,29593,"Below Minimum",78,"Old Age",2,"Less than College",13,Mazda,7,Mountain,498327,0,Acer
8652,77215,Minimum,40,"Middle Age",3,College,1,BMW,3,"West North Central",466465,0,Acer
8653,34574,"Below Minimum",79,"Old Age",0,"Less than High School",7,Ford,2,"East North Central",298155,0,Acer
8654,126356,High,30,"Middle Age",1,"High School",4,Chevrolet,0,"New England",308634,1,Sony
8655,32424,"Below Minimum",37,"Middle Age",3,College,5,Chrysler,8,Pacific,111686,1,Sony
8656,142076,High,59,"Old Age",1,"High School",14,"Mercedes Benz",4,"South Atlantic",297212,1,Sony
8657,64883,Minimum,60,"Old Age",4,Postgraduate,1,BMW,5,"East South Central",0,0,Acer
8658,95753,Middle,33,"Middle Age",4,Postgraduate,8,Honda,2,"East North Central",317603,0,Acer
8659,46472,"Below Minimum",26,"Young Adult",2,"Less than College",15,Mitsubishi,3,"West North Central",94747,1,Sony
8660,122813,High,55,"Old Age",3,College,4,Chevrolet,0,"New England",0,1,Sony
8661,139149,High,38,"Middle Age",3,College,14,"Mercedes Benz",4,"South Atlantic",246103,1,Sony
8662,83255,Middle,72,"Old Age",2,"Less than College",4,Chevrolet,4,"South Atlantic",24110,1,Sony
8663,80312,Middle,37,"Middle Age",1,"High School",19,Toyota,6,"West South Central",392367,0,Acer
8664,40343,"Below Minimum",49,"Old Age",2,"Less than College",19,Toyota,0,"New England",238661,1,Sony
8665,109597,High,41,"Middle Age",4,Postgraduate,18,Subaru,6,"West South Central",400555,0,Acer
8666,101644,High,47,"Old Age",3,College,16,Nissan,0,"New England",43536,0,Acer
8667,109016,High,48,"Old Age",3,College,11,Kia,6,"West South Central",245670,0,Acer
8668,87270,Middle,68,"Old Age",0,"Less than High School",19,Toyota,7,Mountain,463163,1,Sony
8669,92107,Middle,65,"Old Age",3,College,5,Chrysler,6,"West South Central",91371,1,Sony
8670,77546,Minimum,62,"Old Age",1,"High School",11,Kia,5,"East South Central",17659,1,Sony
8671,42830,"Below Minimum",71,"Old Age",2,"Less than College",13,Mazda,2,"East North Central",462685,0,Acer
8672,21464,"Below Minimum",24,"Young Adult",3,College,8,Honda,4,"South Atlantic",206594,1,Sony
8673,21888,"Below Minimum",80,"Old Age",1,"High School",20,Others,4,"South Atlantic",121554,1,Sony
8674,29296,"Below Minimum",30,"Middle Age",1,"High School",13,Mazda,5,"East South Central",388456,1,Sony
8675,57025,"Below Minimum",66,"Old Age",2,"Less than College",8,Honda,6,"West South Central",263438,0,Acer
8676,67667,Minimum,41,"Middle Age",4,Postgraduate,17,Ram,8,Pacific,442678,1,Sony
8677,70014,Minimum,37,"Middle Age",1,"High School",11,Kia,6,"West South Central",380864,0,Acer
8678,22664,"Below Minimum",50,"Old Age",1,"High School",20,Others,8,Pacific,366192,1,Sony
8679,43855,"Below Minimum",36,"Middle Age",3,College,16,Nissan,2,"East North Central",117956,1,Sony
8680,114679,High,67,"Old Age",0,"Less than High School",20,Others,6,"West South Central",27651,1,Sony
8681,25310,"Below Minimum",29,"Young Adult",4,Postgraduate,5,Chrysler,8,Pacific,336142,1,Sony
8682,26549,"Below Minimum",20,"Young Adult",1,"High School",6,Dodge,5,"East South Central",150684,1,Sony
8683,86545,Middle,60,"Old Age",1,"High School",15,Mitsubishi,6,"West South Central",57529,0,Acer
8684,146908,High,72,"Old Age",2,"Less than College",2,Buick,2,"East North Central",133550,1,Sony
8685,39353,"Below Minimum",30,"Middle Age",0,"Less than High School",4,Chevrolet,2,"East North Central",461617,1,Sony
8686,145789,High,26,"Young Adult",0,"Less than High School",19,Toyota,8,Pacific,57104,1,Sony
8687,48446,"Below Minimum",80,"Old Age",2,"Less than College",19,Toyota,5,"East South Central",483905,0,Acer
8688,37028,"Below Minimum",42,"Middle Age",0,"Less than High School",9,Hyundai,3,"West North Central",463222,1,Sony
8689,146126,High,66,"Old Age",4,Postgraduate,1,BMW,3,"West North Central",144358,1,Sony
8690,60985,"Below Minimum",64,"Old Age",2,"Less than College",16,Nissan,4,"South Atlantic",294251,0,Acer
8691,89614,Middle,35,"Middle Age",4,Postgraduate,17,Ram,8,Pacific,283386,0,Acer
8692,118090,High,28,"Young Adult",4,Postgraduate,6,Dodge,1,Mid-Atlantic,115182,1,Sony
8693,143450,High,62,"Old Age",3,College,7,Ford,4,"South Atlantic",340383,1,Sony
8694,32454,"Below Minimum",24,"Young Adult",3,College,11,Kia,3,"West North Central",352053,1,Sony
8695,128680,High,29,"Young Adult",2,"Less than College",13,Mazda,1,Mid-Atlantic,217859,1,Sony
8696,88064,Middle,46,"Old Age",0,"Less than High School",2,Buick,7,Mountain,221089,0,Acer
8697,46243,"Below Minimum",62,"Old Age",1,"High School",17,Ram,3,"West North Central",305821,0,Acer
8698,40634,"Below Minimum",51,"Old Age",3,College,14,"Mercedes Benz",0,"New England",500000,1,Sony
8699,114530,High,47,"Old Age",2,"Less than College",16,Nissan,5,"East South Central",496084,0,Acer
8700,111043,High,42,"Middle Age",0,"Less than High School",12,Lincoln,4,"South Atlantic",303829,0,Acer
8701,136605,High,72,"Old Age",4,Postgraduate,17,Ram,1,Mid-Atlantic,266894,1,Sony
8702,21879,"Below Minimum",25,"Young Adult",3,College,7,Ford,5,"East South Central",352036,1,Sony
8703,124025,High,71,"Old Age",3,College,13,Mazda,0,"New England",434648,1,Sony
8704,77123,Minimum,56,"Old Age",4,Postgraduate,14,"Mercedes Benz",6,"West South Central",410854,1,Sony
8705,26050,"Below Minimum",77,"Old Age",2,"Less than College",4,Chevrolet,3,"West North Central",427576,0,Acer
8706,28285,"Below Minimum",74,"Old Age",2,"Less than College",1,BMW,3,"West North Central",180042,0,Acer
8707,62657,"Below Minimum",33,"Middle Age",3,College,2,Buick,0,"New England",459528,0,Acer
8708,147157,High,53,"Old Age",1,"High School",5,Chrysler,1,Mid-Atlantic,52177,1,Sony
8709,111926,High,42,"Middle Age",0,"Less than High School",17,Ram,5,"East South Central",217673,0,Acer
8710,88932,Middle,51,"Old Age",3,College,8,Honda,7,Mountain,389815,0,Acer
8711,145160,High,68,"Old Age",1,"High School",12,Lincoln,6,"West South Central",25438,1,Sony
8712,96458,Middle,38,"Middle Age",1,"High School",16,Nissan,6,"West South Central",332556,0,Acer
8713,148901,High,75,"Old Age",2,"Less than College",4,Chevrolet,4,"South Atlantic",263152,1,Sony
8714,125289,High,39,"Middle Age",4,Postgraduate,16,Nissan,6,"West South Central",267467,1,Sony
8715,71429,Minimum,60,"Old Age",2,"Less than College",20,Others,2,"East North Central",483659,0,Acer
8716,113781,High,76,"Old Age",4,Postgraduate,9,Hyundai,1,Mid-Atlantic,191306,1,Sony
8717,127317,High,21,"Young Adult",0,"Less than High School",4,Chevrolet,3,"West North Central",32470,1,Sony
8718,111944,High,61,"Old Age",4,Postgraduate,3,Cadillac,7,Mountain,76318,0,Acer
8719,28833,"Below Minimum",45,"Middle Age",4,Postgraduate,4,Chevrolet,5,"East South Central",169765,1,Sony
8720,40866,"Below Minimum",44,"Middle Age",3,College,2,Buick,8,Pacific,408083,1,Sony
8721,140445,High,33,"Middle Age",4,Postgraduate,19,Toyota,7,Mountain,216536,1,Sony
8722,94628,Middle,53,"Old Age",0,"Less than High School",19,Toyota,2,"East North Central",330543,0,Acer
8723,124556,High,80,"Old Age",1,"High School",5,Chrysler,0,"New England",354678,1,Sony
8724,114936,High,29,"Young Adult",1,"High School",5,Chrysler,2,"East North Central",81462,1,Sony
8725,39702,"Below Minimum",57,"Old Age",2,"Less than College",14,"Mercedes Benz",0,"New England",378000,0,Acer
8726,42210,"Below Minimum",28,"Young Adult",1,"High School",19,Toyota,6,"West South Central",101113,1,Sony
8727,96197,Middle,57,"Old Age",0,"Less than High School",16,Nissan,1,Mid-Atlantic,373079,0,Acer
8728,139507,High,78,"Old Age",0,"Less than High School",17,Ram,7,Mountain,210233,1,Sony
8729,67018,Minimum,62,"Old Age",2,"Less than College",1,BMW,0,"New England",187908,0,Acer
8730,134564,High,55,"Old Age",4,Postgraduate,15,Mitsubishi,8,Pacific,411183,1,Sony
8731,28692,"Below Minimum",66,"Old Age",2,"Less than College",17,Ram,0,"New England",179870,0,Acer
8732,39503,"Below Minimum",58,"Old Age",0,"Less than High School",1,BMW,6,"West South Central",103194,1,Sony
8733,29543,"Below Minimum",63,"Old Age",4,Postgraduate,9,Hyundai,1,Mid-Atlantic,89213,1,Sony
8734,110334,High,30,"Middle Age",1,"High School",13,Mazda,3,"West North Central",204100,1,Sony
8735,112327,High,34,"Middle Age",2,"Less than College",8,Honda,5,"East South Central",46669,1,Sony
8736,46687,"Below Minimum",42,"Middle Age",4,Postgraduate,16,Nissan,7,Mountain,366012,1,Sony
8737,125099,High,42,"Middle Age",0,"Less than High School",6,Dodge,8,Pacific,279480,1,Sony
8738,37972,"Below Minimum",45,"Middle Age",3,College,13,Mazda,8,Pacific,452458,1,Sony
8739,53883,"Below Minimum",39,"Middle Age",0,"Less than High School",4,Chevrolet,0,"New England",37918,1,Sony
8740,69545,Minimum,29,"Young Adult",0,"Less than High School",20,Others,8,Pacific,234284,0,Acer
8741,24138,"Below Minimum",74,"Old Age",1,"High School",17,Ram,1,Mid-Atlantic,486180,1,Sony
8742,23154,"Below Minimum",50,"Old Age",1,"High School",18,Subaru,1,Mid-Atlantic,463674,1,Sony
8743,84750,Middle,51,"Old Age",4,Postgraduate,7,Ford,4,"South Atlantic",178884,0,Acer
8744,140567,High,80,"Old Age",1,"High School",17,Ram,0,"New England",20454,1,Sony
8745,38188,"Below Minimum",65,"Old Age",2,"Less than College",1,BMW,1,Mid-Atlantic,449421,0,Acer
8746,108960,High,41,"Middle Age",2,"Less than College",3,Cadillac,5,"East South Central",67475,0,Acer
8747,117854,High,76,"Old Age",3,College,3,Cadillac,3,"West North Central",297434,1,Sony
8748,96784,Middle,49,"Old Age",1,"High School",17,Ram,7,Mountain,30298,0,Acer
8749,42729,"Below Minimum",71,"Old Age",3,College,6,Dodge,4,"South Atlantic",110336,0,Acer
8750,58484,"Below Minimum",70,"Old Age",0,"Less than High School",16,Nissan,5,"East South Central",407737,0,Acer
8751,74554,Minimum,80,"Old Age",2,"Less than College",3,Cadillac,3,"West North Central",156037,1,Sony
8752,83808,Middle,74,"Old Age",0,"Less than High School",13,Mazda,6,"West South Central",206671,1,Sony
8753,111872,High,52,"Old Age",4,Postgraduate,10,Jeep,6,"West South Central",272898,0,Acer
8754,63813,"Below Minimum",54,"Old Age",2,"Less than College",13,Mazda,6,"West South Central",440584,1,Sony
8755,128982,High,76,"Old Age",0,"Less than High School",3,Cadillac,8,Pacific,243483,1,Sony
8756,71732,Minimum,44,"Middle Age",3,College,4,Chevrolet,5,"East South Central",39404,1,Sony
8757,71952,Minimum,26,"Young Adult",4,Postgraduate,19,Toyota,1,Mid-Atlantic,232668,0,Acer
8758,101382,High,68,"Old Age",1,"High School",17,Ram,3,"West North Central",284664,1,Sony
8759,21425,"Below Minimum",56,"Old Age",1,"High School",10,Jeep,3,"West North Central",221771,1,Sony
8760,26373,"Below Minimum",43,"Middle Age",2,"Less than College",13,Mazda,4,"South Atlantic",440395,1,Sony
8761,117289,High,66,"Old Age",0,"Less than High School",6,Dodge,5,"East South Central",37685,1,Sony
8762,25853,"Below Minimum",53,"Old Age",4,Postgraduate,1,BMW,7,Mountain,272369,1,Sony
8763,73975,Minimum,24,"Young Adult",1,"High School",17,Ram,5,"East South Central",180366,0,Acer
8764,69968,Minimum,33,"Middle Age",1,"High School",20,Others,8,Pacific,457546,0,Acer
8765,89808,Middle,55,"Old Age",4,Postgraduate,9,Hyundai,4,"South Atlantic",456900,0,Acer
8766,53841,"Below Minimum",39,"Middle Age",1,"High School",7,Ford,1,Mid-Atlantic,286496,1,Sony
8767,98426,Middle,52,"Old Age",4,Postgraduate,18,Subaru,5,"East South Central",484889,0,Acer
8768,121272,High,30,"Middle Age",3,College,6,Dodge,3,"West North Central",492486,1,Sony
8769,110496,High,72,"Old Age",0,"Less than High School",11,Kia,6,"West South Central",406810,1,Sony
8770,70019,Minimum,63,"Old Age",3,College,19,Toyota,6,"West South Central",237697,1,Sony
8771,21285,"Below Minimum",30,"Middle Age",0,"Less than High School",17,Ram,0,"New England",426076,1,Sony
8772,121603,High,73,"Old Age",0,"Less than High School",2,Buick,0,"New England",278314,1,Sony
8773,128519,High,64,"Old Age",1,"High School",8,Honda,6,"West South Central",259919,1,Sony
8774,69316,Minimum,38,"Middle Age",0,"Less than High School",3,Cadillac,3,"West North Central",94871,0,Acer
8775,127725,High,68,"Old Age",2,"Less than College",14,"Mercedes Benz",4,"South Atlantic",261990,1,Sony
8776,84736,Middle,76,"Old Age",0,"Less than High School",4,Chevrolet,1,Mid-Atlantic,0,1,Sony
8777,75074,Minimum,38,"Middle Age",3,College,13,Mazda,0,"New England",259614,0,Acer
8778,82498,Middle,33,"Middle Age",0,"Less than High School",11,Kia,7,Mountain,420692,0,Acer
8779,24426,"Below Minimum",56,"Old Age",0,"Less than High School",7,Ford,1,Mid-Atlantic,331781,1,Sony
8780,145606,High,42,"Middle Age",0,"Less than High School",2,Buick,5,"East South Central",39373,1,Sony
8781,20000,"Below Minimum",32,"Middle Age",0,"Less than High School",10,Jeep,8,Pacific,420128,1,Sony
8782,108067,High,28,"Young Adult",4,Postgraduate,8,Honda,5,"East South Central",4782,1,Sony
8783,21779,"Below Minimum",70,"Old Age",4,Postgraduate,1,BMW,4,"South Atlantic",244258,0,Acer
8784,45579,"Below Minimum",79,"Old Age",2,"Less than College",17,Ram,8,Pacific,483875,0,Acer
8785,21198,"Below Minimum",54,"Old Age",1,"High School",14,"Mercedes Benz",7,Mountain,143779,1,Sony
8786,24857,"Below Minimum",42,"Middle Age",3,College,17,Ram,6,"West South Central",218279,1,Sony
8787,84944,Middle,28,"Young Adult",2,"Less than College",5,Chrysler,4,"South Atlantic",364353,0,Acer
8788,138960,High,66,"Old Age",1,"High School",3,Cadillac,1,Mid-Atlantic,411286,1,Sony
8789,83016,Middle,42,"Middle Age",3,College,19,Toyota,7,Mountain,210683,0,Acer
8790,131875,High,73,"Old Age",3,College,2,Buick,5,"East South Central",57311,1,Sony
8791,97866,Middle,69,"Old Age",1,"High School",20,Others,1,Mid-Atlantic,190438,1,Sony
8792,63415,"Below Minimum",69,"Old Age",1,"High School",8,Honda,3,"West North Central",356971,0,Acer
8793,79218,Minimum,43,"Middle Age",2,"Less than College",1,BMW,1,Mid-Atlantic,248803,0,Acer
8794,81963,Middle,63,"Old Age",2,"Less than College",16,Nissan,3,"West North Central",101805,1,Sony
8795,86549,Middle,80,"Old Age",4,Postgraduate,17,Ram,8,Pacific,240854,1,Sony
8796,97928,Middle,45,"Middle Age",4,Postgraduate,14,"Mercedes Benz",4,"South Atlantic",78916,0,Acer
8797,86116,Middle,72,"Old Age",4,Postgraduate,5,Chrysler,2,"East North Central",272454,1,Sony
8798,48450,"Below Minimum",62,"Old Age",1,"High School",17,Ram,3,"West North Central",327858,1,Sony
8799,102360,High,36,"Middle Age",4,Postgraduate,14,"Mercedes Benz",3,"West North Central",126091,1,Sony
8800,97300,Middle,44,"Middle Age",2,"Less than College",3,Cadillac,8,Pacific,252949,0,Acer
8801,24588,"Below Minimum",73,"Old Age",0,"Less than High School",1,BMW,1,Mid-Atlantic,443929,1,Sony
8802,48523,"Below Minimum",80,"Old Age",1,"High School",16,Nissan,1,Mid-Atlantic,21806,0,Acer
8803,134071,High,53,"Old Age",2,"Less than College",13,Mazda,6,"West South Central",204955,1,Sony
8804,105091,High,58,"Old Age",3,College,13,Mazda,0,"New England",441287,0,Acer
8805,55755,"Below Minimum",30,"Middle Age",3,College,5,Chrysler,5,"East South Central",180824,0,Acer
8806,56190,"Below Minimum",80,"Old Age",4,Postgraduate,1,BMW,8,Pacific,459044,0,Acer
8807,144805,High,37,"Middle Age",2,"Less than College",15,Mitsubishi,3,"West North Central",71600,1,Sony
8808,123307,High,71,"Old Age",4,Postgraduate,19,Toyota,6,"West South Central",409601,1,Sony
8809,148234,High,56,"Old Age",4,Postgraduate,3,Cadillac,8,Pacific,156421,1,Sony
8810,91412,Middle,80,"Old Age",2,"Less than College",12,Lincoln,4,"South Atlantic",426678,1,Sony
8811,38989,"Below Minimum",47,"Old Age",0,"Less than High School",9,Hyundai,0,"New England",46692,1,Sony
8812,46379,"Below Minimum",64,"Old Age",2,"Less than College",11,Kia,1,Mid-Atlantic,330682,0,Acer
8813,146267,High,44,"Middle Age",4,Postgraduate,11,Kia,2,"East North Central",404617,1,Sony
8814,115666,High,26,"Young Adult",0,"Less than High School",2,Buick,6,"West South Central",0,1,Sony
8815,117893,High,79,"Old Age",0,"Less than High School",11,Kia,8,Pacific,500000,1,Sony
8816,36990,"Below Minimum",36,"Middle Age",4,Postgraduate,19,Toyota,0,"New England",171817,1,Sony
8817,27417,"Below Minimum",63,"Old Age",2,"Less than College",6,Dodge,6,"West South Central",181520,0,Acer
8818,50861,"Below Minimum",69,"Old Age",0,"Less than High School",3,Cadillac,4,"South Atlantic",302032,0,Acer
8819,23645,"Below Minimum",32,"Middle Age",2,"Less than College",2,Buick,1,Mid-Atlantic,36129,1,Sony
8820,83405,Middle,67,"Old Age",3,College,20,Others,5,"East South Central",21723,1,Sony
8821,47130,"Below Minimum",34,"Middle Age",2,"Less than College",14,"Mercedes Benz",8,Pacific,205591,1,Sony
8822,135790,High,25,"Young Adult",2,"Less than College",19,Toyota,2,"East North Central",83634,1,Sony
8823,49390,"Below Minimum",48,"Old Age",0,"Less than High School",7,Ford,6,"West South Central",61751,1,Sony
8824,144128,High,20,"Young Adult",4,Postgraduate,11,Kia,7,Mountain,13501,1,Sony
8825,111526,High,60,"Old Age",4,Postgraduate,6,Dodge,0,"New England",428736,1,Sony
8826,139069,High,60,"Old Age",2,"Less than College",5,Chrysler,6,"West South Central",309415,1,Sony
8827,21529,"Below Minimum",34,"Middle Age",0,"Less than High School",9,Hyundai,6,"West South Central",337427,1,Sony
8828,38781,"Below Minimum",40,"Middle Age",2,"Less than College",11,Kia,4,"South Atlantic",305048,1,Sony
8829,78253,Minimum,80,"Old Age",0,"Less than High School",11,Kia,2,"East North Central",158094,0,Acer
8830,125156,High,77,"Old Age",4,Postgraduate,3,Cadillac,3,"West North Central",439572,1,Sony
